clave,entidad,municipio,poblacion,ing_corr_tot_pc,anios_esc_mean,anios_esc_esp,ss_subin_salud,se_subin_educ,si_subin_ing,idh,gini,,
24007,San Luis Potosí,Cedral,19840,2995.32,8.328,12.873,0.844,0.635,0.724,0.73,0.41,,
24008,San Luis Potosí,Cerritos,22075,2953.448,7.875,12.354,0.882,0.606,0.722,0.728,0.35,,
24009,San Luis Potosí,Cerro de San Pedro,5050,3775.857,8.907,13.117,0.889,0.661,0.759,0.764,0.33,,
24010,San Luis Potosí,Ciudad del Maíz,30320,1909.911,7.087,10.603,0.874,0.531,0.656,0.673,0.38,,
24011,San Luis Potosí,Ciudad Fernández,48106,2790.262,7.866,12.231,0.883,0.602,0.713,0.724,0.35,,
24012,San Luis Potosí,Tancanhuitz,20300,1590.073,8.008,13.254,0.833,0.635,0.629,0.693,0.42,,
24013,San Luis Potosí,Ciudad Valles,179371,3197.707,9.151,13.555,0.877,0.682,0.734,0.76,0.35,,
24014,San Luis Potosí,Coxcatlán,15660,1305.286,7.653,12.353,0.841,0.598,0.599,0.67,0.43,,
24015,San Luis Potosí,Charcas,21814,2795.645,7.55,11.48,0.836,0.571,0.714,0.698,0.38,,
24016,San Luis Potosí,Ebano,40899,2867.597,7.965,12.512,0.887,0.613,0.718,0.731,0.36,,
24017,San Luis Potosí,Guadalcázar,25119,1681.07,5.648,10.042,0.885,0.467,0.637,0.641,0.37,,
24018,San Luis Potosí,Huehuetlán,15334,1743.973,7.614,12.798,0.83,0.609,0.642,0.687,0.41,,
24019,San Luis Potosí,Lagunillas,5453,1930.123,5.151,11.159,0.826,0.482,0.658,0.64,0.35,,
24020,San Luis Potosí,Matehuala,102199,3659.13,9.405,13.072,0.885,0.677,0.754,0.767,0.34,,
24021,San Luis Potosí,Mexquitic de Carmona,58469,2218.118,7.529,11.697,0.869,0.576,0.679,0.698,0.35,,
24022,San Luis Potosí,Moctezuma,19036,2258.271,6.304,10.917,0.851,0.513,0.682,0.668,0.36,,
24023,San Luis Potosí,Rayón,15301,2391.825,6.401,11.181,0.819,0.524,0.69,0.667,0.4,,
24024,San Luis Potosí,Rioverde,97943,2795.55,8.034,12.324,0.884,0.61,0.714,0.728,0.38,,
24025,San Luis Potosí,Salinas,31107,2424.247,7.437,11.272,0.887,0.561,0.692,0.701,0.35,,
24026,San Luis Potosí,San Antonio,9382,1074.842,7.065,12.594,0.868,0.585,0.569,0.661,0.37,,
24027,San Luis Potosí,San Ciro de Acosta,10215,2711.865,6.753,12.212,0.892,0.564,0.709,0.709,0.35,,
24028,San Luis Potosí,San Luis Potosí,911908,5200.232,11.185,13.399,0.899,0.745,0.808,0.815,0.34,,
24029,San Luis Potosí,San Martín Chalchicuautla,18468,1393.533,5.894,12.195,0.846,0.535,0.609,0.651,0.39,,
24030,San Luis Potosí,San Nicolás Tolentino,4779,2354.757,5.646,10.851,0.718,0.49,0.688,0.623,0.35,,
24031,San Luis Potosí,Santa Catarina,12163,1207.79,4.523,9.955,0.818,0.427,0.587,0.59,0.41,,
24032,San Luis Potosí,Santa María del Río,39880,2531.721,7.006,11.244,0.867,0.546,0.699,0.692,0.36,,
24033,San Luis Potosí,Santo Domingo,10785,1954.782,5.858,9.972,0.885,0.472,0.66,0.651,0.37,,
24034,San Luis Potosí,San Vicente Tancuayalab,14945,1914.465,7.409,12.737,0.856,0.601,0.657,0.696,0.4,,
24035,San Luis Potosí,Soledad de Graciano Sánchez,332072,4420.847,10.445,13.323,0.883,0.718,0.783,0.792,0.31,,
24036,San Luis Potosí,Tamasopo,29184,2223.21,6.362,11.143,0.872,0.522,0.679,0.676,0.39,,
24037,San Luis Potosí,Tamazunchale,95037,1773.287,8.094,12.735,0.827,0.624,0.645,0.693,0.46,,
24038,San Luis Potosí,Tampacán,14348,1562.222,7.782,13.146,0.815,0.625,0.626,0.683,0.42,,
24039,San Luis Potosí,Tampamolón Corona,13603,1695.878,7.339,12.845,0.744,0.601,0.638,0.658,0.45,,
24040,San Luis Potosí,Tamuín,36968,2343.244,7.605,12.74,0.88,0.607,0.687,0.716,0.38,,
24041,San Luis Potosí,Tanlajás,18208,1235.232,7.091,12.356,0.717,0.58,0.59,0.626,0.39,,
24042,San Luis Potosí,Tanquián de Escobedo,13448,2152.558,7.63,13.048,0.889,0.617,0.674,0.718,0.41,,
24043,San Luis Potosí,Tierra Nueva,7966,2240.568,6.007,10.701,0.892,0.497,0.68,0.671,0.34,,
24044,San Luis Potosí,Vanegas,7557,2109.727,6.843,10.871,0.821,0.53,0.671,0.663,0.38,,
24045,San Luis Potosí,Venado,14188,2493.334,6.927,11.584,0.781,0.553,0.696,0.67,0.38,,
24046,San Luis Potosí,Villa de Arriaga,18206,2369.651,6.511,10.404,0.803,0.506,0.689,0.654,0.34,,
24047,San Luis Potosí,Villa de Guadalupe,9277,1776.584,5.434,10.891,0.849,0.484,0.645,0.642,0.37,,
24048,San Luis Potosí,Villa de la Paz,5298,3559.03,8.154,12.478,0.903,0.618,0.75,0.748,0.32,,
24049,San Luis Potosí,Villa de Ramos,38389,1706.936,5.603,10.485,0.886,0.478,0.639,0.647,0.35,,
24050,San Luis Potosí,Villa de Reyes,52912,2550.99,6.869,10.739,0.887,0.527,0.7,0.689,0.33,,
24051,San Luis Potosí,Villa Hidalgo,15458,2521.786,6.82,11.24,0.838,0.54,0.698,0.681,0.36,,
24052,San Luis Potosí,Villa Juárez,10304,2116.064,6.003,10.388,0.884,0.489,0.672,0.662,0.34,,
24053,San Luis Potosí,Axtla de Terrazas,32544,1599.565,7.862,12.989,0.84,0.623,0.629,0.69,0.44,,
24054,San Luis Potosí,Xilitla,49741,1370.739,7.256,11.714,0.847,0.567,0.606,0.663,0.42,,
24055,San Luis Potosí,Zaragoza,27386,2893.921,6.784,11.54,0.896,0.547,0.719,0.706,0.31,,
24056,San Luis Potosí,Villa de Arista,17258,2159.069,6.108,10.676,0.87,0.5,0.675,0.665,0.34,,
24057,San Luis Potosí,Matlapa,28996,1418.427,7.293,12.177,0.882,0.581,0.611,0.679,0.42,,
24058,San Luis Potosí,El Naranjo,20959,2475.436,7.655,11.184,0.892,0.566,0.695,0.705,0.34,,
25001,Sinaloa,Ahome,459310,4339.384,10.316,14.257,0.884,0.74,0.78,0.799,0.33,,
25002,Sinaloa,Angostura,44093,4238.495,8.419,13.312,0.894,0.65,0.777,0.767,0.34,,
25003,Sinaloa,Badiraguato,26542,2570.723,5.912,11.798,0.731,0.525,0.701,0.645,0.4,,
25004,Sinaloa,Concordia,24899,3732.46,8.203,12.984,0.813,0.634,0.757,0.731,0.37,,
25005,Sinaloa,Cosalá,17012,2989.238,7.102,12.69,0.794,0.589,0.724,0.697,0.39,,
25006,Sinaloa,Culiacán,1003530,5001.377,10.494,14.279,0.897,0.746,0.802,0.813,0.33,,
25007,Sinaloa,Choix,29334,2932.349,6.532,11.635,0.773,0.541,0.721,0.67,0.41,,
25008,Sinaloa,Elota,55339,3341.342,7.736,11.693,0.805,0.583,0.741,0.703,0.34,,
25009,Sinaloa,Escuinapa,59988,3809.46,8.798,11.991,0.804,0.626,0.761,0.726,0.35,,
25010,Sinaloa,El Fuerte,96593,3098.024,8.207,13.028,0.799,0.635,0.729,0.718,0.36,,
25011,Sinaloa,Guasave,289370,3533.755,9.112,13.933,0.823,0.691,0.749,0.752,0.35,,
25012,Sinaloa,Mazatlán,501441,5076.526,10.557,13.854,0.898,0.737,0.804,0.81,0.32,,
25013,Sinaloa,Mocorito,40358,3498.467,6.953,12.549,0.812,0.58,0.748,0.706,0.36,,
25014,Sinaloa,Rosario,52345,3529.343,9.091,10.808,0.815,0.603,0.749,0.717,0.34,,
25015,Sinaloa,Salvador Alvarado,79492,4282.622,10.145,14.223,0.897,0.733,0.778,0.8,0.32,,
25016,Sinaloa,San Ignacio,19505,3223.95,7.44,11.428,0.803,0.565,0.735,0.694,0.37,,
25017,Sinaloa,Sinaloa,78670,2837.856,7.019,12.501,0.789,0.581,0.716,0.69,0.38,,
25018,Sinaloa,Navolato,149122,3664.819,8.152,11.888,0.891,0.602,0.755,0.74,0.31,,
26001,Sonora,Aconchi,2563,5704.26,8.369,12.124,0.889,0.616,0.821,0.766,0.37,,
26002,Sonora,Agua Prieta,91929,4310.127,9.53,12.149,0.858,0.655,0.779,0.759,0.35,,
26003,Sonora,Alamos,24976,3134.045,7.511,12.618,ND,0.601,0.731,ND,0.42,,
26004,Sonora,Altar,9492,3389.561,7.666,11.455,0.89,0.574,0.743,0.724,0.37,,
26005,Sonora,Arivechi,1177,3591.464,7.819,11.687,0.777,0.585,0.752,0.699,0.4,,
26006,Sonora,Arizpe,2788,3660.04,7.782,10.658,0.888,0.555,0.754,0.719,0.38,,
26007,Sonora,Atil,626,3890.571,8.74,12.706,0.605,0.644,0.764,0.668,0.4,,
26008,Sonora,Bacadéhuachi,979,2460.412,7.126,13.592,0.864,0.615,0.694,0.717,0.4,,
26009,Sonora,Bacanora,759,3779.692,6.888,12.547,0.65,0.578,0.759,0.658,0.39,,
26010,Sonora,Bacerac,1221,2990.716,7.621,12.606,0.864,0.604,0.724,0.723,0.39,,
26011,Sonora,Bacoachi,1475,2672.174,7.512,12.075,0.874,0.586,0.707,0.713,0.37,,
26012,Sonora,Bácum,23151,3348.937,8.144,11.875,0.855,0.601,0.741,0.725,0.34,,
26013,Sonora,Banámichi,1825,3752.873,8.836,11.21,0.821,0.606,0.758,0.722,0.35,,
26014,Sonora,Baviácora,3191,4862.097,8.208,12.467,0.873,0.62,0.797,0.755,0.36,,
26015,Sonora,Bavispe,1169,2242.945,7.273,11.336,0.847,0.557,0.68,0.685,0.41,,
26016,Sonora,Benjamín Hill,4988,4045.427,8.733,12.188,0.876,0.63,0.77,0.752,0.36,,
26017,Sonora,Caborca,89122,4308.914,9.234,12.242,0.887,0.648,0.779,0.765,0.35,,
26018,Sonora,Cajeme,436484,4131.465,10.565,13.635,0.886,0.731,0.773,0.794,0.34,,
26019,Sonora,Cananea,39451,4235.842,10.196,13.089,0.885,0.703,0.777,0.785,0.35,,
26020,Sonora,Carbó,4946,3554.811,7.833,11.367,0.873,0.577,0.75,0.723,0.37,,
26021,Sonora,La Colorada,1848,3969.866,7.128,10.595,0.878,0.532,0.767,0.71,0.36,,
26022,Sonora,Cucurpe,863,2909.739,7.192,10.812,0.877,0.54,0.72,0.699,0.36,,
26023,Sonora,Cumpas,5829,4721.696,9.319,13.919,0.857,0.697,0.793,0.78,0.35,,
26024,Sonora,Divisaderos,753,3260.876,8.064,13.423,0.664,0.642,0.737,0.68,0.39,,
26025,Sonora,Empalme,51431,3757.743,9.406,12.291,0.881,0.655,0.758,0.759,0.36,,
26026,Sonora,Etchojoa,61309,2837.837,9.123,12.802,0.88,0.66,0.716,0.746,0.38,,
26027,Sonora,Fronteras,9041,3821.134,8.867,12.627,0.884,0.646,0.761,0.758,0.37,,
26028,Sonora,Granados,1009,4024.719,8.599,11.529,0.847,0.607,0.769,0.734,0.37,,
26029,Sonora,Guaymas,156863,4251.219,9.694,12.195,0.884,0.662,0.777,0.769,0.38,,
26030,Sonora,Hermosillo,936263,5391.396,11.072,13.551,0.899,0.745,0.813,0.817,0.36,,
26031,Sonora,Huachinera,1186,2782.34,7.153,12.507,0.889,0.586,0.713,0.719,0.39,,
26032,Sonora,Huásabas,888,4027.326,8.593,14.113,0.892,0.678,0.769,0.775,0.36,,
26033,Sonora,Huatabampo,77682,2931.145,9.298,13.359,0.875,0.681,0.721,0.755,0.38,,
26034,Sonora,Huépac,943,5016.034,9.028,12.09,0.881,0.637,0.802,0.766,0.36,,
26035,Sonora,Imuris,12536,3610.607,8.633,11.988,0.89,0.621,0.752,0.746,0.36,,
26036,Sonora,Magdalena,33049,4374.524,9.587,13.053,0.864,0.682,0.781,0.772,0.35,,
26037,Sonora,Mazatán,1101,3402.483,7.979,12.251,0.806,0.606,0.743,0.713,0.38,,
26038,Sonora,Moctezuma,5173,5450.535,9.856,14.578,0.744,0.733,0.815,0.763,0.35,,
26039,Sonora,Naco,5774,3370.839,9.096,11.79,0.869,0.631,0.742,0.741,0.4,,
26040,Sonora,Nácori Chico,1531,2246.135,6.668,11.559,0.761,0.543,0.681,0.655,0.42,,
26041,Sonora,Nacozari de García,14369,5306.562,10.135,12.086,0.88,0.674,0.811,0.783,0.34,,
26042,Sonora,Navojoa,164387,3560.665,9.973,13.558,0.882,0.709,0.75,0.777,0.37,,
26043,Sonora,Nogales,264782,4305.357,10.229,12.108,0.862,0.677,0.779,0.769,0.33,,
26044,Sonora,Ónavas,365,3795.385,6.602,12.652,ND,0.571,0.76,ND,0.36,,
26045,Sonora,Opodepe,2438,3123.603,7.398,11.543,0.875,0.567,0.731,0.713,0.4,,
26046,Sonora,Oquitoa,496,3900.313,9.521,12.577,0.696,0.667,0.764,0.708,0.36,,
26047,Sonora,Pitiquito,9122,4526.807,8.615,12.433,0.89,0.633,0.787,0.762,0.37,,
26048,Sonora,Puerto Peñasco,62689,4299.638,9.416,11.525,0.862,0.634,0.779,0.752,0.35,,
26049,Sonora,Quiriego,3090,2287.797,6.586,10.933,0.738,0.523,0.683,0.641,0.43,,
26050,Sonora,Rayón,1496,3066.219,7.414,11.004,0.88,0.553,0.728,0.708,0.39,,
26051,Sonora,Rosario,4830,3500.854,6.261,10.408,0.883,0.498,0.748,0.69,0.37,,
26052,Sonora,Sahuaripa,5257,3797.408,7.569,11.556,0.721,0.573,0.76,0.68,0.4,,
26053,Sonora,San Felipe de Jesús,369,4323.823,9.04,11.843,0.858,0.63,0.78,0.75,0.36,,
26054,Sonora,San Javier,537,3895.966,8.375,12.516,0.572,0.627,0.764,0.649,0.36,,
26055,Sonora,San Luis Río Colorado,199021,3786.207,8.936,12.052,0.886,0.633,0.76,0.753,0.35,,
26056,Sonora,San Miguel de Horcasitas,10729,3042.344,5.762,9.48,0.812,0.455,0.727,0.645,0.35,,
26057,Sonora,San Pedro de la Cueva,1458,3272.314,7.299,11.848,0.881,0.572,0.738,0.719,0.41,,
26058,Sonora,Santa Ana,16203,4363.248,9.407,12.836,0.832,0.67,0.781,0.758,0.36,,
26059,Sonora,Santa Cruz,1835,2567.627,7.894,10.557,0.892,0.556,0.701,0.703,0.37,,
26060,Sonora,Sáric,2058,2769.346,7.114,11.374,0.864,0.553,0.712,0.698,0.4,,
26061,Sonora,Soyopa,1368,4660.332,7.049,9.342,0.73,0.494,0.791,0.658,0.37,,
26062,Sonora,Suaqui Grande,1114,3772.771,6.89,12.844,0.884,0.586,0.759,0.733,0.36,,
26063,Sonora,Tepache,1178,3292.76,7.739,13.478,0.632,0.632,0.738,0.666,0.38,,
26064,Sonora,Trincheras,1381,3443.017,7.364,11.278,0.872,0.559,0.745,0.713,0.36,,
26065,Sonora,Tubutama,1473,3401.426,7.117,12.901,0.793,0.596,0.743,0.705,0.38,,
26066,Sonora,Ures,8548,4877.018,8.523,12.787,0.882,0.639,0.798,0.766,0.36,,
26067,Sonora,Villa Hidalgo,1429,3492.192,7.624,11.696,0.884,0.579,0.747,0.726,0.35,,
26068,Sonora,Villa Pesqueira,1043,4205.761,7.908,12.739,0.669,0.617,0.775,0.684,0.39,,
26069,Sonora,Yécora,4793,1490.596,6.265,9.887,0.78,0.483,0.619,0.616,0.46,,
26070,Sonora,General Plutarco Elías Calles,13627,3811.478,8.487,11.624,0.855,0.606,0.761,0.733,0.37,,
26071,Sonora,Benito Juárez,21692,3210.387,8.79,12.671,0.885,0.645,0.735,0.749,0.37,,
26072,Sonora,San Ignacio Río Muerto,14279,2822.678,7.897,11.801,0.79,0.591,0.715,0.694,0.35,,
27001,Tabasco,Balancán,58524,2373.106,7.49,11.99,0.823,0.583,0.689,0.691,0.36,,
27002,Tabasco,Cárdenas,243229,2732.827,8.367,12.677,0.851,0.631,0.71,0.725,0.36,,
27003,Tabasco,Centla,107731,1866.908,8.768,12.761,0.839,0.647,0.653,0.708,0.38,,
27004,Tabasco,Centro,683607,4199.903,10.831,14.004,0.879,0.75,0.775,0.8,0.37,,
27005,Tabasco,Comalcalco,214877,2739.523,8.689,12.18,0.876,0.628,0.711,0.731,0.37,,
27006,Tabasco,Cunduacán,137257,2709.51,8.723,13.609,0.826,0.669,0.709,0.732,0.37,,
27007,Tabasco,Emiliano Zapata,32181,3063.477,8.899,12.382,0.856,0.641,0.728,0.736,0.36,,
27008,Tabasco,Huimanguillo,190885,2391.399,7.63,12.652,0.847,0.606,0.69,0.707,0.35,,
27009,Tabasco,Jalapa,37749,2484.216,8.353,12.874,0.878,0.636,0.696,0.73,0.34,,
27010,Tabasco,Jalpa de Méndez,91185,2592.407,9.432,13.41,0.874,0.687,0.702,0.75,0.37,,
27011,Tabasco,Jonuta,30798,2270.374,7.722,11.983,0.813,0.59,0.682,0.689,0.35,,
27012,Tabasco,Macuspana,158601,2378.239,9.006,12.286,0.846,0.641,0.689,0.72,0.41,,
27013,Tabasco,Nacajuca,150300,3542.529,10.199,14.318,0.87,0.738,0.75,0.784,0.4,,
27014,Tabasco,Paraíso,96741,3214.666,9.517,13.307,0.796,0.687,0.735,0.738,0.4,,
27015,Tabasco,Tacotalpa,47905,2276.462,8.497,12.591,0.771,0.633,0.683,0.693,0.38,,
27016,Tabasco,Teapa,58718,2821.9,7.988,11.991,0.84,0.599,0.715,0.711,0.34,,
27017,Tabasco,Tenosique,62310,2987.905,8.351,12.956,0.846,0.638,0.724,0.731,0.37,,
28001,Tamaulipas,Abasolo,9822,2469.059,7.173,12.152,0.892,0.577,0.695,0.71,0.34,,
28002,Tamaulipas,Aldama,28725,2763.065,7.579,11.707,0.892,0.578,0.712,0.716,0.35,,
28003,Tamaulipas,Altamira,269790,3308.784,9.424,12.349,0.842,0.657,0.739,0.742,0.35,,
28004,Tamaulipas,Antiguo Morelos,8850,2603.698,7.021,12.29,0.892,0.575,0.703,0.712,0.34,,
28005,Tamaulipas,Burgos,4256,2445.036,6.617,10.578,0.891,0.514,0.694,0.683,0.33,,
28006,Tamaulipas,Bustamante,7542,1602.247,5.862,10.657,0.708,0.491,0.63,0.603,0.39,,
28007,Tamaulipas,Camargo,16546,3592.189,7.42,11.412,0.851,0.564,0.752,0.712,0.36,,
28008,Tamaulipas,Casas,4143,2150.077,5.86,9.155,0.823,0.45,0.674,0.63,0.33,,
28009,Tamaulipas,Ciudad Madero,205933,5297.233,11.816,13.567,0.896,0.771,0.81,0.824,0.37,,
28010,Tamaulipas,Cruillas,1671,2220.381,6.694,11.135,0.882,0.532,0.679,0.683,0.33,,
28011,Tamaulipas,Gómez Farías,8288,2425.637,7.882,12.631,0.892,0.614,0.692,0.723,0.34,,
28012,Tamaulipas,González,41470,2504.643,6.985,10.645,0.891,0.529,0.697,0.69,0.34,,
28013,Tamaulipas,Güémez,15032,2306.602,7.185,11.115,0.891,0.548,0.685,0.694,0.31,,
28014,Tamaulipas,Guerrero,3803,4922.429,8.113,12.032,0.853,0.605,0.799,0.744,0.35,,
28015,Tamaulipas,Gustavo Díaz Ordaz,15677,3754.826,8.201,11.319,0.888,0.588,0.758,0.734,0.36,,
28016,Tamaulipas,Hidalgo,17012,2182.152,7.119,10.66,0.886,0.533,0.676,0.684,0.37,,
28017,Tamaulipas,Jaumave,15994,2450.369,7.771,12.909,0.86,0.618,0.694,0.717,0.38,,
28018,Tamaulipas,Jiménez,6375,2306.7,7.684,12.12,0.892,0.593,0.685,0.713,0.38,,
28019,Tamaulipas,Llera,14645,2402.49,6.968,11.405,0.892,0.549,0.691,0.697,0.34,,
28020,Tamaulipas,Mainero,2048,2135.402,6.998,11.604,0.833,0.556,0.673,0.678,0.35,,
28021,Tamaulipas,El Mante,106144,3245.752,9.153,13.118,0.865,0.669,0.736,0.752,0.35,,
28022,Tamaulipas,Matamoros,541979,3905.439,9.592,12.64,0.885,0.671,0.764,0.768,0.35,,
28023,Tamaulipas,Méndez,4280,2719.709,6.606,10.589,0.892,0.514,0.71,0.688,0.32,,
28024,Tamaulipas,Mier,6385,4241.731,8.603,12.197,0.887,0.626,0.777,0.756,0.32,,
28025,Tamaulipas,Miguel Alemán,26237,4089.43,8.298,11.283,0.889,0.59,0.771,0.74,0.41,,
28026,Tamaulipas,Miquihuana,3704,1381.293,6.126,10.928,0.78,0.508,0.607,0.622,0.41,,
28027,Tamaulipas,Nuevo Laredo,425058,4129.537,9.735,12.685,0.896,0.677,0.773,0.777,0.35,,
28028,Tamaulipas,Nuevo Morelos,3810,2492.297,7.505,11.293,0.892,0.564,0.696,0.705,0.32,,
28029,Tamaulipas,Ocampo,13190,2389.142,7.552,12.119,0.892,0.588,0.69,0.713,0.35,,
28030,Tamaulipas,Padilla,13618,2649.489,8.209,12.464,0.892,0.62,0.706,0.731,0.36,,
28031,Tamaulipas,Palmillas,1917,2381.154,6.878,13.165,0.832,0.595,0.69,0.699,0.36,,
28032,Tamaulipas,Reynosa,704767,4509.331,10.009,12.687,0.838,0.686,0.786,0.767,0.35,,
28033,Tamaulipas,Río Bravo,132484,3319.797,8.244,11.498,0.885,0.594,0.74,0.73,0.36,,
28034,Tamaulipas,San Carlos,7411,1670.399,6.746,11.223,0.84,0.537,0.636,0.659,0.38,,
28035,Tamaulipas,San Fernando,51405,2908.851,8.113,12.063,0.868,0.606,0.72,0.723,0.37,,
28036,Tamaulipas,San Nicolás,926,1345.009,6.72,10.823,0.684,0.525,0.603,0.6,0.37,,
28037,Tamaulipas,Soto la Marina,23673,2732.349,7.29,10.695,0.863,0.54,0.71,0.692,0.37,,
28038,Tamaulipas,Tampico,297562,4660.167,11.205,14.421,0.865,0.774,0.791,0.809,0.38,,
28039,Tamaulipas,Tula,28230,2452.402,7.201,11.48,0.889,0.559,0.694,0.701,0.39,,
28040,Tamaulipas,Valle Hermoso,60055,3579.718,8.92,12.545,0.886,0.646,0.751,0.755,0.36,,
28041,Tamaulipas,Victoria,349688,4383.372,11.182,14.226,0.894,0.768,0.782,0.813,0.38,,
28042,Tamaulipas,Villagrán,5361,2178.44,6.31,10.589,0.884,0.504,0.676,0.671,0.37,,
28043,Tamaulipas,Xicoténcatl,22229,3578.383,8.74,12.978,0.892,0.652,0.751,0.759,0.33,,
29001,Tlaxcala,Amaxac de Guerrero,11403,3128.05,10.514,13.65,0.886,0.73,0.731,0.779,0.34,,
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,16003,3638.77,10.842,14.273,0.623,0.758,0.754,0.709,0.34,,
29003,Tlaxcala,Atlangatepec,7087,2082.677,7.575,11.625,0.868,0.575,0.669,0.694,0.31,,
29004,Tlaxcala,Atltzayanca,18111,1843.003,7.423,11.154,0.694,0.557,0.651,0.631,0.32,,
29005,Tlaxcala,Apizaco,80725,3478.38,10.797,14.206,0.892,0.755,0.747,0.795,0.34,,
29006,Tlaxcala,Calpulalpan,51172,2729.645,8.996,12.702,0.764,0.653,0.71,0.707,0.33,,
29007,Tlaxcala,El Carmen Tequexquitla,17332,1641.343,7.229,12.377,0.653,0.585,0.633,0.623,0.36,,
29008,Tlaxcala,Cuapiaxtla,16222,1881.979,7.369,11.335,0.732,0.56,0.654,0.645,0.32,,
29009,Tlaxcala,Cuaxomulco,5928,2509.488,9.181,13.063,0.891,0.669,0.697,0.746,0.32,,
29010,Tlaxcala,Chiautempan,73215,2867.253,10.162,13.705,0.863,0.719,0.718,0.764,0.36,,
29011,Tlaxcala,Muñoz de Domingo Arenas,4755,2482.85,8.429,12.488,0.888,0.628,0.696,0.729,0.29,,
29012,Tlaxcala,Españita,9416,2060.472,7.671,12.081,0.889,0.591,0.668,0.705,0.3,,
29013,Tlaxcala,Huamantla,98764,2560.736,8.836,12.15,0.791,0.632,0.701,0.705,0.38,,
29014,Tlaxcala,Hueyotlipan,15190,1797.915,8.133,13.069,0.742,0.634,0.647,0.673,0.34,,
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,38970,2741.395,9.608,13.671,0.877,0.7,0.711,0.759,0.36,,
29016,Tlaxcala,Ixtenco,7504,2307.014,9.366,13.546,0.884,0.688,0.685,0.747,0.34,,
29017,Tlaxcala,Mazatecochco de José María Morelos,11592,1542.017,7.871,12.002,0.883,0.596,0.624,0.69,0.34,,
29018,Tlaxcala,Contla de Juan Cuamatzi,38579,2436.184,9.394,13.638,0.89,0.692,0.693,0.753,0.34,,
29019,Tlaxcala,Tepetitla de Lardizábal,22274,2261.861,9.375,13.187,0.848,0.679,0.682,0.732,0.35,,
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,9432,1712.86,8.05,11.972,0.83,0.601,0.64,0.683,0.32,,
29021,Tlaxcala,Nanacamilpa de Mariano Arista,18686,2212.321,8.225,12.425,0.803,0.619,0.678,0.696,0.31,,
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,6432,2463.63,9.319,13.493,0.883,0.685,0.695,0.749,0.32,,
29023,Tlaxcala,Natívitas,26309,2435.758,8.983,12.979,0.886,0.66,0.693,0.74,0.35,,
29024,Tlaxcala,Panotla,28357,3159.349,10.635,14.116,0.878,0.747,0.732,0.783,0.37,,
29025,Tlaxcala,San Pablo del Monte,82688,2406.341,7.755,11.834,0.848,0.587,0.691,0.701,0.34,,
29026,Tlaxcala,Santa Cruz Tlaxcala,24116,3300.758,10.043,13.442,0.867,0.708,0.739,0.768,0.33,,
29027,Tlaxcala,Tenancingo,12974,1884.552,7.674,12.283,0.868,0.597,0.654,0.697,0.36,,
29028,Tlaxcala,Teolocholco,25257,2324.699,9.2,12.803,0.75,0.662,0.686,0.698,0.36,,
29029,Tlaxcala,Tepeyanco,13328,2775.785,9.957,13.116,0.876,0.696,0.713,0.758,0.34,,
29030,Tlaxcala,Terrenate,15475,1967.488,7.259,11.646,0.814,0.565,0.661,0.673,0.31,,
29031,Tlaxcala,Tetla de la Solidaridad,35284,2985.086,9.123,12.555,0.885,0.653,0.724,0.748,0.31,,
29032,Tlaxcala,Tetlatlahuca,13561,2840.645,9.441,13.286,0.8,0.684,0.716,0.732,0.33,,
29033,Tlaxcala,Tlaxcala,99896,5181.271,12.546,15.02,0.882,0.835,0.807,0.841,0.33,,
29034,Tlaxcala,Tlaxco,45438,2241.534,7.255,11.571,0.89,0.563,0.68,0.698,0.32,,
29035,Tlaxcala,Tocatlán,6294,1812.795,8.574,12.357,0.879,0.629,0.648,0.71,0.35,,
29036,Tlaxcala,Totolac,22529,3428.082,11.555,14.392,0.887,0.785,0.745,0.804,0.36,,
29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,9207,1832.279,6.957,11.72,0.822,0.557,0.65,0.668,0.33,,
29038,Tlaxcala,Tzompantepec,18006,3061.742,9.918,12.904,0.74,0.689,0.728,0.719,0.34,,
29039,Tlaxcala,Xaloztoc,25607,2110.617,8.732,12.601,0.824,0.641,0.671,0.708,0.34,,
29040,Tlaxcala,Xaltocan,10601,2390.268,8.649,12.732,0.887,0.642,0.69,0.732,0.32,,
29041,Tlaxcala,Papalotla de Xicohténcatl,33499,2521.191,9.497,12.698,0.889,0.669,0.698,0.746,0.36,,
29042,Tlaxcala,Xicohtzinco,14197,2937.771,10.016,13.831,0.886,0.718,0.721,0.771,0.34,,
29043,Tlaxcala,Yauhquemehcan,42242,3182.393,10.405,13.224,0.891,0.714,0.733,0.775,0.34,,
29044,Tlaxcala,Zacatelco,45717,2677.439,9.664,13.043,0.88,0.684,0.707,0.752,0.35,,
29045,Tlaxcala,Benito Juárez,6211,2162.644,7.816,12.052,0.805,0.595,0.675,0.687,0.29,,
29046,Tlaxcala,Emiliano Zapata,4951,1697.672,7.199,11.33,0.795,0.555,0.638,0.655,0.28,,
29047,Tlaxcala,Lázaro Cárdenas,3534,1915.791,7.978,11.569,0.89,0.587,0.657,0.7,0.28,,
